title,author,genre,url_book,url_image
Львів. Шоколад. Кам'яниці,Тетяна Белімова,Художня література,/catalog/suchasna-ukrayinska-proza/lviv-shokolad-kam-yanytsi/,https://book-ye.com.ua//upload/resize_cache/iblock/dda/230_355_1/2ce02ea1_7a63_11ea_812e_000c29ae1566_a6858387_7b04_11ea_812f_000c29ae1566.jpg
Юрій Андрухович: Листи в Україну,Юрій Андрухович,Художня література,/catalog/suchasna-ukrayinska-poeziya/yurij-andrukhovych-lysty-v-ukrayinu/,https://book-ye.com.ua//upload/resize_cache/iblock/a18/230_355_1/1cc70005_0f0b_11e7_80c5_000c29ae1566_73f89587_71ed_11eb_8149_0050568ef5e6.jpg
Стрілець. Темна вежа І (кінообкладинка),Стівен Кінг,Художня література,/catalog/fentezi/strilets-temna-vezha-i-kinoobkladynka/,https://book-ye.com.ua//upload/resize_cache/iblock/51d/230_355_1/da1bce35_8e81_11e7_80cf_000c29ae1566_29dc5118_9175_11e7_80cf_000c29ae1566.jpg
Marvel Comics № 08. Spider-Man 8. Реванш Скорпіо. Частина 1 з 3,Ден Слотт,Художня література,/catalog/komiksy/marvel-comics-08-spider-man-8-revansh-skorpio-chastyna-1-z-3/,https://book-ye.com.ua//upload/resize_cache/iblock/9d1/230_355_1/b1c67532_fe10_11e8_8112_000c29ae1566_27c5444e_fe11_11e8_8112_000c29ae1566.jpg
"І тим, що в гробах",Андрій Бондар,Художня література,/catalog/korotki-istoriyi/i-tym-shcho-v-hrobakh/,https://book-ye.com.ua//upload/resize_cache/iblock/a47/230_355_1/3734385c_8624_11e6_80c0_000c29ae1566_0600a786_0d44_11e7_80c5_000c29ae1566.png
Господь симпатизує аутсайдерам,Сергій Жадан,Художня література,/catalog/suchasna-ukrayinska-poeziya/gospod-sympatyzuye-autsajderam/,https://book-ye.com.ua//upload/resize_cache/iblock/d11/230_355_1/e3686bc3_83d0_11e6_80c0_000c29ae1566_2fd59b7b_3f8c_11e7_80c5_000c29ae1566.jpg
Місіс Делловей,Вірджинія Вулф,Художня література,/catalog/lyubovni-romany/misis-dellovej/,https://book-ye.com.ua//upload/resize_cache/iblock/777/230_355_1/f4d70ebf_e6f9_11e6_80c1_000c29ae1566_28701f5a_26bd_11e7_80c5_000c29ae1566.jpg
Смерть місис Вестевей (тверда обкладинка),Рут Веа,Художня література,/catalog/psykholohichni-trylery/smert-misys-vestevej-tverda-obkladynka/,https://book-ye.com.ua//upload/resize_cache/iblock/984/230_355_1/1ee5f057_6a10_11eb_8148_000c29ae1566_9169f1de_6a10_11eb_8148_000c29ae1566.jpg
Брама. Багряні ночі,Мирослав Кошик,Художня література,/catalog/fantastyka/brama-bahryani-nochi/,https://book-ye.com.ua//upload/resize_cache/iblock/9a0/230_355_1/75a7e33b_cd2d_11e8_810c_000c29ae1566_fe08512e_cd2d_11e8_810c_000c29ae1566.jpg
Понеділок починається в суботу,Аркадій і Борис Стругацькі,Художня література,/catalog/fantastyka/ponedilok-pochynayetsya-v-subotu/,https://book-ye.com.ua//upload/resize_cache/iblock/a80/230_355_1/57c26860_643f_11ea_812b_000c29ae1566_ea548747_6440_11ea_812b_000c29ae1566.jpg
Грозовий перевал (Бібліотека світової літератури) (тканинна обкладинка),Емілі Бронте,Художня література,/catalog/zarubizhna-klasyka/grozovyj-pereval-biblioteka-svitovoyi-literatury-tkanynna-obkladynka/,https://book-ye.com.ua//upload/resize_cache/iblock/ace/230_355_1/0e6cc2ff_7299_11eb_8149_0050568ef5e6_3f2354c0_729b_11eb_8149_0050568ef5e6.jpg
Чорна рада. Хроніка 1663 року (Скарби: молодіжна серія),Пантелеймон Куліш,Художня література,/catalog/ukrayinska-klasyka/chorna-rada-khronika-1663-roku-skarby-molodizhna-seriya/,https://book-ye.com.ua//upload/resize_cache/iblock/043/230_355_1/ae1781b1_93f5_11e8_8100_000c29ae1566_615f076d_55bc_11eb_8144_000c29ae1566.jpg
Історія одного солдата,Уолтер Скотт,Художня література,/catalog/suchasna-zarubizhna-proza/istoriya-odnoho-soldata/,https://book-ye.com.ua//upload/resize_cache/iblock/6a4/230_355_1/61af68ec_c627_11e8_810b_000c29ae1566_4030f8b5_cd92_11ea_813b_000c29ae1566.jpg
Паризький сплін,Шарль Бодлер,Художня література,/catalog/zarubizhna-klasyka/paryzkyj-splin/,https://book-ye.com.ua//upload/resize_cache/iblock/f82/230_355_1/3f9481cd_843a_11e7_80cf_000c29ae1566_41002cc0_fa8e_11eb_8150_0050568ef5e6.jpg
Манюня. Книга 1 (тверда обкладинка),Наріне Абґарян,Художня література,/catalog/suchasna-zarubizhna-proza/manyunya-knyha-1-tverda-obkladynka/,https://book-ye.com.ua//upload/resize_cache/iblock/df8/230_355_1/9853665a_6a1a_11eb_8148_000c29ae1566_746ffcaa_6a1c_11eb_8148_000c29ae1566.jpg
Читець (Карта світу),Бернгард Шлінк,Художня література,/catalog/suchasna-zarubizhna-proza/chytets-karta-svitu/,https://book-ye.com.ua//upload/resize_cache/iblock/c5e/230_355_1/a1c96c0c_59cb_11ed_8175_0050568ef5e6_6cb361e4_59cc_11ed_8175_0050568ef5e6.jpg
Мандрівка людей книги,Ольга Токарчук,Художня література,/catalog/suchasna-zarubizhna-proza/mandrivka-lyudej-knyhy/,https://book-ye.com.ua//upload/resize_cache/iblock/449/230_355_1/6c5786b0_8692_11ed_8177_0050568ef5e6_a2d8b560_8692_11ed_8177_0050568ef5e6.jpg
Убивства за абеткою,Аґата Крісті,Художня література,/catalog/detektyvy/ubyvstva-za-abetkoyu/,https://book-ye.com.ua//upload/resize_cache/iblock/4b9/230_355_1/079d8dc2_e5f6_11e8_810f_000c29ae1566_1cc9e2c3_7ae4_11e9_8112_000c29ae1566.jpg
Довбуш (КУБ),Гнат Хоткевич,Художня література,/catalog/ukrayinska-klasyka/dovbush-kub/,https://book-ye.com.ua//upload/resize_cache/iblock/4a9/230_355_1/14828f68_1449_11e9_8112_000c29ae1566_37bf9757_144a_11e9_8112_000c29ae1566.jpg
Ґідеон-Фоллз. Книга 1. Чорний амбар,Джефф Лемір,Художня література,/catalog/komiksy/gideon-follz-knyha-1-chornyj-ambar/,https://book-ye.com.ua//upload/resize_cache/iblock/16b/230_355_1/c2138366_db31_11eb_8150_0050568ef5e6_3c21988b_db34_11eb_8150_0050568ef5e6.jpg
Веном. Том 1. Тремтіння,Деніел Вей,Художня література,/catalog/komiksy/venom-tom-1-tremtinnya/,https://book-ye.com.ua//upload/resize_cache/iblock/472/230_355_1/a02ef4dc_55dd_11e9_8112_000c29ae1566_44187248_56a5_11ec_815d_0050568ef5e6.jpg
Погана,Клої Експозіто,Художня література,/catalog/zhakhy-trylery/pohana/,https://book-ye.com.ua//upload/resize_cache/iblock/e96/230_355_1/b41c5d9d_7622_11e9_8112_000c29ae1566_fc62dc8d_7622_11e9_8112_000c29ae1566.jpg
Дві обручки. Ніна Фіалко,Ніна Фіалко,Художня література,/catalog/suchasna-ukrayinska-proza/dvi-obruchky-nina-fialko/,https://book-ye.com.ua//upload/resize_cache/iblock/5b9/230_355_1/2e283864_7623_11e9_8112_000c29ae1566_69294d93_7623_11e9_8112_000c29ae1566.jpg
"Жінка, не варта уваги. Віяло леді Віндермір (English Library)",Оскар Вайльд,Художня література,/catalog/zarubizhna-dramaturhiya/zhinka-ne-varta-uvahy-viyalo-ledi-vindermir-english-library/,https://book-ye.com.ua//upload/resize_cache/iblock/60e/230_355_1/947ef5c9_95f5_11e6_80c0_000c29ae1566_4569ab21_a730_11ea_8138_000c29ae1566.jpg
Видозмінений вуглець. Книга 1,Ричард К. Морґан,Художня література,/catalog/kosmichna-fantastyka/vydozminenyj-vuhlets-knyha-1/,https://book-ye.com.ua//upload/resize_cache/iblock/112/230_355_1/c7df6d4f_a107_11e6_80c0_000c29ae1566_7067450e_fdb3_11ea_813d_000c29ae1566.jpg
"Ти знаєш, що ти – людина: вибрані твори (Класна література)",Василь Симоненко,Художня література,/catalog/ukrayinska-klasyka/ty-znayesh-shcho-ty-lyudyna-vybrani-tvory-klasna-literatura/,https://book-ye.com.ua//upload/resize_cache/iblock/134/230_355_1/280b6ff1_2dec_11e9_8112_000c29ae1566_9045b820_2dec_11e9_8112_000c29ae1566.jpg
Світло Парижа,Елінор Браун,Художня література,/catalog/suchasna-zarubizhna-proza/svitlo-paryzha/,https://book-ye.com.ua//upload/resize_cache/iblock/34c/230_355_1/c876522b_87ff_11e7_80cf_000c29ae1566_7d2cc44d_4ffb_11eb_8144_000c29ae1566.jpg
Кар'єра лиходія. Книга 3 (м'яка обкладинка),Роберт Ґалбрейт,Художня література,/catalog/detektyvy/kar-yera-lykhodiya-knyha-3-m-yaka-obkladynka/,https://book-ye.com.ua//upload/resize_cache/iblock/be8/230_355_1/51e5e14e_0418_11ec_8150_0050568ef5e6_1382601c_041b_11ec_8150_0050568ef5e6.jpg
Темні уми,Олександра Бракен,Художня література,/catalog/fantastyka/temni-umy/,https://book-ye.com.ua//upload/resize_cache/iblock/517/230_355_1/0c3f25f9_96fb_11e8_8100_000c29ae1566_401ba51e_96fc_11e8_8100_000c29ae1566.jpg
Марія. Кулак,Улас Самчук,Художня література,/catalog/ukrayinska-klasyka/mariya-kulak/,https://book-ye.com.ua//upload/resize_cache/iblock/939/230_355_1/ede4a332_69eb_11eb_8148_000c29ae1566_cb30a57b_69ee_11eb_8148_000c29ae1566.jpg
Я працюю на цвинтарі,Павло Белянський,Художня література,/catalog/suchasna-ukrayinska-proza/ya-pratsyuyu-na-tsvyntari/,https://book-ye.com.ua//upload/resize_cache/iblock/20e/230_355_1/679bd9a9_1ad6_11e7_80c5_000c29ae1566_f8437cd0_4766_11e7_80c7_000c29ae1566.jpg
Marvel Comics № 06. Spider-Man 6. Царство пітьми. Частина 2 з 3 ,Ден Слотт,Художня література,/catalog/komiksy/marvel-comics-06-spider-man-6-tsarstvo-pitmy-chastyna-2-z-3-/,https://book-ye.com.ua//upload/resize_cache/iblock/6f4/230_355_1/6a20abb1_cc90_11e8_810c_000c29ae1566_2e3ef1a4_cc91_11e8_810c_000c29ae1566.jpg
Над прірвою в іржі,Павло Стех,Художня література,/catalog/suchasna-ukrayinska-proza/nad-prirvoyu-v-irzhi/,https://book-ye.com.ua//upload/resize_cache/iblock/57a/230_355_1/0bf5db92_db6f_11e8_810d_000c29ae1566_6c97e87e_db6f_11e8_810d_000c29ae1566.jpg
Круз та Лис. Напередодні,Антон Санченко,Художня література,/catalog/suchasna-ukrayinska-proza/kruz-ta-lys-naperedodni/,https://book-ye.com.ua//upload/resize_cache/iblock/603/230_355_1/a4e36089_1a83_11eb_813e_000c29ae1566_0e0a245d_1a86_11eb_813e_000c29ae1566.jpg
Царівна. Вибрані твори,Ольга Кобилянська,Художня література,/catalog/ukrayinska-klasyka/tsarivna-vybrani-tvory/,https://book-ye.com.ua//upload/resize_cache/iblock/8ea/230_355_1/1e298753_6a18_11ec_815f_0050568ef5e6_e39d8a59_cf93_11ec_816f_0050568ef5e6.jpg
Троянди за колючкою,Ірина Агапєєва,Художня література,/catalog/suchasna-ukrayinska-proza/troyandy-za-kolyuchkoyu/,https://book-ye.com.ua//upload/resize_cache/iblock/274/230_355_1/9f5f1068_0509_11e9_8112_000c29ae1566_0b4186e0_050a_11e9_8112_000c29ae1566.jpg
Радощі та прикрощі славнозвісної Молл Флендерс,Данієль Дефо,Художня література,/catalog/zarubizhna-klasyka/radoshchi-ta-prykroshchi-slavnozvisnoyi-moll-flenders/,https://book-ye.com.ua//upload/resize_cache/iblock/5af/230_355_1/8a805a49_0fde_11e7_80c5_000c29ae1566_77bc1fd6_28cf_11e7_80c5_000c29ae1566.jpg
Тринадцять новел,Юркі Вайнонен,Художня література,/catalog/suchasna-zarubizhna-proza/trynadtsyat-novel/,https://book-ye.com.ua//upload/resize_cache/iblock/3db/230_355_1/52eeaa5c_914c_11e6_80c0_000c29ae1566_f5fb7f16_34af_11e7_80c5_000c29ae1566.jpg
Крути 1918,Констянтин Тур-Коновалов,Художня література,/catalog/suchasna-ukrayinska-proza/kruty-1918/,https://book-ye.com.ua//upload/resize_cache/iblock/7b3/230_355_1/b2b846b4_f57d_11e8_8112_000c29ae1566_4078d34f_f57e_11e8_8112_000c29ae1566.jpg
Побачення у Самаррі	,Джон О'Хара,Художня література,/catalog/zarubizhna-klasyka/pobachennya-u-samarri-/,https://book-ye.com.ua//upload/resize_cache/iblock/40c/230_355_1/718f2455_9432_11e8_8100_000c29ae1566_949e1cbc_9432_11e8_8100_000c29ae1566.jpg
Пентаграма,Ю Несбьо,Художня література,/catalog/detektyvy/pentahrama/,https://book-ye.com.ua//upload/resize_cache/iblock/e9f/230_355_1/e265069e_8184_11eb_814a_0050568ef5e6_8d678810_8185_11eb_814a_0050568ef5e6.jpg
Р.У.Р (Россумові універсальні роботи),Карел Чапек,Художня література,/catalog/zarubizhna-dramaturhiya/r-u-r-rossumovi-universalni-roboty/,https://book-ye.com.ua//upload/resize_cache/iblock/969/230_355_1/d1f51ecf_88b6_11eb_814a_0050568ef5e6_825b9708_88ba_11eb_814a_0050568ef5e6.jpg
Дихай!,Анн-Софі Брасм,Художня література,/catalog/suchasna-zarubizhna-proza/dykhaj/,https://book-ye.com.ua//upload/resize_cache/iblock/5a5/230_355_1/cdf05bd5_fe96_11e6_80c5_000c29ae1566_fa6e006b_2e8f_11e7_80c5_000c29ae1566.png
Премудрий гідальго Дон Кіхот з Ламанчі. Частина 1 (Шкільна бібліотека),Мігель де Сервантес Сааведра,Художня література,/catalog/zarubizhna-klasyka/premudryj-hidalho-don-kikhot-z-lamanchi-chastyna-1-shkilna-biblioteka/,https://book-ye.com.ua//upload/resize_cache/iblock/326/230_355_1/b520d585_bd2d_11eb_814a_0050568ef5e6_55213a0e_bd2e_11eb_814a_0050568ef5e6.jpg
Незавершений портрет,Мері Вестмакотт,Художня література,/catalog/zarubizhna-klasyka/nezavershenyj-portret/,https://book-ye.com.ua//upload/resize_cache/iblock/b0a/230_355_1/2efa7f70_e0a1_11eb_8150_0050568ef5e6_bf472560_e0a1_11eb_8150_0050568ef5e6.jpg
ПЗТ,Лесь Подерв'янський,Художня література,/catalog/ukrayinska-dramaturhiya/pzt/,https://book-ye.com.ua//upload/resize_cache/iblock/c66/230_355_1/fc21cbe5_8c7b_11e6_80c0_000c29ae1566_2425feda_1b83_11e7_80c5_000c29ae1566.jpeg
Пісні Гіперіона. Книга 2. Падіння Гіперіона (Горизонти фантастики),Ден Сіммонс,Художня література,/catalog/fantastyka/pisni-giperiona-knyha-2-padinnya-giperiona-goryzonty-fantastyky/,https://book-ye.com.ua//upload/resize_cache/iblock/950/230_355_1/f32e6662_2a22_11e8_80ea_000c29ae1566_ea9c80ea_91a9_11ed_8178_0050568ef5e6.jpg
Машина часу (Бібліотека світової літератури),Герберт Веллс,Художня література,/catalog/fantastyka/mashyna-chasu-biblioteka-svitovoyi-literatury/,https://book-ye.com.ua//upload/resize_cache/iblock/525/230_355_1/b60146b6_5ff4_11eb_8146_000c29ae1566_b24fd128_60b3_11eb_8146_000c29ae1566.jpg
"Історії: Жінки, які перемогли. Чоловіки, які витримали. Великі, які кохали",Мирослав Дочинець,Художня література,/catalog/suchasna-ukrayinska-proza/istoriyi-zhinky-yaki-peremohly-choloviky-yaki-vytrymaly-velyki-yaki-kokhaly/,https://book-ye.com.ua//upload/resize_cache/iblock/7d2/230_355_1/de35c580_862c_11e6_80c0_000c29ae1566_ce60d91a_7211_11e7_80ca_000c29ae1566.jpg
Тарас Бульба (ілюстрації Владислава Єрка),Микола Гоголь,Художня література,/catalog/ukrayinska-klasyka/taras-bulba-ilyustratsiyi-vladyslava-yerka/,https://book-ye.com.ua//upload/resize_cache/iblock/291/230_355_1/373a883d_5f29_11e8_80f7_000c29ae1566_507dc16b_f148_11eb_8150_0050568ef5e6.jpg
Соляріс (Маєстат слова),Станіслав Лем,Художня література,/catalog/kosmichna-fantastyka/solyaris-mayestat-slova/,https://book-ye.com.ua//upload/iblock/dcf/1d9664b9_1ebd_11e7_80c5_000c29ae1566_6df3929a_1ebd_11e7_80c5_000c29ae1566.jpg
Мистецтво подорожі,Ален де Боттон,Художня література,/catalog/filosofiya/mystetstvo-podorozhi/,https://book-ye.com.ua//upload/resize_cache/iblock/c89/230_355_1/ce7688ca_a52d_11e8_8104_000c29ae1566_bd0ed7f3_a52e_11e8_8104_000c29ae1566.jpg
Усі мої жінки. Пробудження (тверда обкладинка),Януш Леон Вишневський,Художня література,/catalog/suchasna-zarubizhna-proza/usi-moyi-zhinky-probudzhennya-tverda-obkladynka/,https://book-ye.com.ua//upload/resize_cache/iblock/bca/230_355_1/6c7f79e8_dd3e_11ea_813c_000c29ae1566_0a065d36_dd3f_11ea_813c_000c29ae1566.jpg
Підземна залізниця (чорна),Колсон Вайтхед,Художня література,/catalog/suchasna-zarubizhna-proza/pidzemna-zaliznytsya-chorna/,https://book-ye.com.ua//upload/resize_cache/iblock/2b1/230_355_1/072f94c7_30c9_11e7_80c5_000c29ae1566_33a38c1b_e564_11ec_8170_0050568ef5e6.jpg
Нічний цирк,Ерін Морґенштерн,Художня література,/catalog/suchasna-zarubizhna-proza/nichnyj-tsyrk/,https://book-ye.com.ua//upload/iblock/aac/23092303_0fb6_11e7_80c5_000c29ae1566_f3497bdc_323e_11e7_80c5_000c29ae1566.png
Василь Симоненко. Вибрані твори (Шістдесятники),Василь Симоненко,Художня література,/catalog/klasychna-ukrayinska-poeziya/vasyl-symonenko-vybrani-tvory-shistdesyatnyky/,https://book-ye.com.ua//upload/resize_cache/iblock/7f2/230_355_1/a39bd8b1_8189_11e6_80c0_000c29ae1566_9d090ea2_e137_11ea_813c_000c29ae1566.jpg
Сканери,Роберт М. Зоннтаґ,Художня література,/catalog/fantastyka/skanery/,https://book-ye.com.ua//upload/resize_cache/iblock/233/230_355_1/0b486269_9623_11e8_8100_000c29ae1566_8cba1d75_9623_11e8_8100_000c29ae1566.jpg
Земля (Рідне),Ольга Кобилянська,Художня література,/catalog/ukrayinska-klasyka/zemlya-ridne/,https://book-ye.com.ua//upload/resize_cache/iblock/8fa/230_355_1/b2bd17c3_a1d6_11eb_814a_0050568ef5e6_68887ca3_a1d7_11eb_814a_0050568ef5e6.jpg
Титан (Зарубіжні авторські зібрання),Теодор Драйзер,Художня література,/catalog/zarubizhna-klasyka/tytan-zarubizhni-avtorski-zibrannya/,https://book-ye.com.ua//upload/resize_cache/iblock/06f/230_355_1/8ca9011e_80bd_11eb_814a_0050568ef5e6_0ab70552_80be_11eb_814a_0050568ef5e6.jpg
"Книга надиху. Уроки світу, Неба і людей",Мирослав Дочинець,Художня література,/catalog/suchasna-ukrayinska-proza/knyha-nadykhu-uroky-svitu-neba-i-lyudej/,https://book-ye.com.ua//upload/resize_cache/iblock/d51/230_355_1/84f40f6e_cc3e_11e6_80c0_000c29ae1566_f7951a27_7233_11e7_80ca_000c29ae1566.jpg
Печемо з Кафкою,Том Ґолд,Художня література,/catalog/komiksy/pechemo-z-kafkoyu/,https://book-ye.com.ua//upload/resize_cache/iblock/c32/230_355_1/92644e02_13a2_11ea_8124_000c29ae1566_97ed4be5_13a3_11ea_8124_000c29ae1566.jpg
Родовий відмінок. Міла Іванцова,Міла Іванцова,Художня література,/catalog/suchasna-ukrayinska-proza/rodovyj-vidminok-mila-ivantsova/,https://book-ye.com.ua//upload/resize_cache/iblock/b20/230_355_1/50a275be_c30b_11e8_810b_000c29ae1566_07ff092d_ee2b_11e8_8112_000c29ae1566.jpg
До маяка (English Library),Вірджинія Вулф,Художня література,/catalog/zarubizhna-klasyka/do-mayaka-english-library/,https://book-ye.com.ua//upload/resize_cache/iblock/019/230_355_1/819562c5_305b_11e8_80f0_000c29ae1566_1a1d2f60_305c_11e8_80f0_000c29ae1566.jpg
Чужі гріхи,Тетяна П'янкова,Художня література,/catalog/suchasna-ukrayinska-proza/chuzhi-hrikhy/,https://book-ye.com.ua//upload/resize_cache/iblock/74a/230_355_1/d0464649_5227_11ea_8127_000c29ae1566_c3ab8fae_522a_11ea_8127_000c29ae1566.jpg
Цинкові хлопчики (Фоліо),Світлана Алексієвич,Художня література,/catalog/suchasna-zarubizhna-proza/tsynkovi-khlopchyky-folio/,https://book-ye.com.ua//upload/resize_cache/iblock/4db/230_355_1/731d32c9_5b0d_11eb_8146_000c29ae1566_ee186f4c_5b0d_11eb_8146_000c29ae1566.jpg
Цинамонові крамниці та всі інші оповідання,Бруно Шульц,Художня література,/catalog/zarubizhna-klasyka/tsynamonovi-kramnytsi-ta-vsi-inshi-opovidannya/,https://book-ye.com.ua//upload/resize_cache/iblock/2f7/230_355_1/55955700_947c_11e6_80c0_000c29ae1566_829d4ec1_29b0_11e7_80c5_000c29ae1566.jpg
Грай на піаніно п’яно ніби на ударних поки пальці ледь закровоточать,Чарльз Буковскі,Художня література,/catalog/suchasna-zarubizhna-poeziya/graj-na-pianino-p-yano-niby-na-udarnykh-poky-paltsi-led-zakrovotochat/,https://book-ye.com.ua//upload/resize_cache/iblock/46a/230_355_1/abf5ec2c_5cf7_11e9_8112_000c29ae1566_313a1a87_5cf8_11e9_8112_000c29ae1566.jpg
Вербовая дощечка,Теодозія Зарівна,Художня література,/catalog/suchasna-ukrayinska-proza/verbovaya-doshchechka/,https://book-ye.com.ua//upload/resize_cache/iblock/311/230_355_1/f432eb25_652f_11ea_812b_000c29ae1566_a3564653_c0f9_11ea_813b_000c29ae1566.jpg
Ключ: роман,Василь Шкляр,Художня література,/catalog/suchasna-ukrayinska-proza/klyuch-roman/,https://book-ye.com.ua//upload/resize_cache/iblock/b6d/230_355_1/f53c4709_e5f3_11e8_810f_000c29ae1566_348e9e0e_e5f4_11e8_810f_000c29ae1566.jpg
Месники. Том 1. Останній загін,Джейсон Аарон,Художня література,/catalog/komiksy/mesnyky-tom-1-ostannij-zahin/,https://book-ye.com.ua//upload/resize_cache/iblock/89c/230_355_1/a09d7198_7c93_11e9_8112_000c29ae1566_2f2793c0_7cc8_11e9_8112_000c29ae1566.jpg
Сімейна цінність. Спогади мами ґея,Рубі Ременда Свансон,Художня література,/catalog/suchasna-zarubizhna-proza/simejna-tsinnist-spohady-mamy-geya/,https://book-ye.com.ua//upload/resize_cache/iblock/c64/230_355_1/2dadd8c6_ade2_11e9_811b_000c29ae1566_02b5e65a_ade3_11e9_811b_000c29ae1566.jpg
Sobi,Настасія Семесюк,Художня література,/catalog/suchasna-ukrayinska-poeziya/sobi/,https://book-ye.com.ua//upload/resize_cache/iblock/356/230_355_1/28fc44d7_40d7_11ea_8126_000c29ae1566_b688797c_40d7_11ea_8126_000c29ae1566.jpg
Людина у високому замку,Філіп К. Дік,Художня література,/catalog/zarubizhna-klasyka/lyudyna-u-vysokomu-zamku/,https://book-ye.com.ua//upload/resize_cache/iblock/531/230_355_1/bdcdc754_8439_11e7_80cf_000c29ae1566_1de44933_8ade_11e7_80cf_000c29ae1566.jpg
Проповідник. Книга 2,Ґарт Енніс,Художня література,/catalog/komiksy/propovidnyk-knyha-2/,https://book-ye.com.ua//upload/resize_cache/iblock/611/230_355_1/a3b72338_5465_11e9_8112_000c29ae1566_80a8ad27_95b4_11ea_8136_000c29ae1566.jpg
Благоволительки,Джонатан Літтел,Художня література,/catalog/istorychni-romany/blahovolytelky/,https://book-ye.com.ua//upload/resize_cache/iblock/b98/230_355_1/e25b4ee3_58a0_11ea_8127_000c29ae1566_34888340_84cc_11ec_8166_0050568ef5e6.jpg
Утерянный талант,Макс Стрикс,Художня література,/catalog/fantastyka/uteryannyj-talant/,https://book-ye.com.ua//upload/resize_cache/iblock/e7e/230_355_1/710bd272_0136_11ea_8123_000c29ae1566_80947d19_0136_11ea_8123_000c29ae1566.jpg
Якщо подорожній одної зимової ночі,Італо Кальвіно,Художня література,/catalog/suchasna-zarubizhna-proza/yakshcho-podorozhnij-odnoyi-zymovoyi-nochi/,https://book-ye.com.ua//upload/resize_cache/iblock/6b9/230_355_1/6610e312_5292_11e8_80f5_000c29ae1566_c9796ddf_5292_11e8_80f5_000c29ae1566.png
Скеля червоного сонця,Дарина Гнатко,Художня література,/catalog/suchasna-ukrayinska-proza/skelya-chervonoho-sontsya/,https://book-ye.com.ua//upload/resize_cache/iblock/9e5/230_355_1/67ffeb52_505b_11e9_8112_000c29ae1566_3ae436bf_c9e6_11eb_814d_0050568ef5e6.jpg
Безбарвний Цкуру Тадзакі та роки його праці,Харукі Муракамі,Художня література,/catalog/suchasna-zarubizhna-proza/bezbarvnyj-tskuru-tadzaki-ta-roky-joho-pratsi/,https://book-ye.com.ua//upload/resize_cache/iblock/a57/230_355_1/26f64ca1_0d57_11e7_80c5_000c29ae1566_85aef34a_29eb_11e7_80c5_000c29ae1566.jpg
Історія Лізі (роман),Стівен Кінг,Художня література,/catalog/zhakhy-trylery/istoriya-lizi-roman/,https://book-ye.com.ua//upload/resize_cache/iblock/d2e/230_355_1/43acc5b0_f45f_11e7_80ed_000c29ae1566_833b89a2_f45f_11e7_80ed_000c29ae1566.jpg
Сезон кіноварі. Книга 1. Порох із драконових кісток,Володимир Арєнєв,Художня література,/catalog/fentezi/sezon-kinovari-knyha-1-porokh-iz-drakonovykh-kistok/,https://book-ye.com.ua//upload/resize_cache/iblock/f0e/230_355_1/05733521_5f37_11e8_80f7_000c29ae1566_1139b9c5_ba09_11ea_813b_000c29ae1566.jpg
Крамничка «З легкої руки»,Горан Петрович,Художня література,/catalog/suchasna-zarubizhna-proza/kramnychka-z-lehkoyi-ruky/,https://book-ye.com.ua//upload/resize_cache/iblock/5f8/230_355_1/5a60cb9b_2c47_11e8_80ea_000c29ae1566_983b9304_7421_11ea_812d_000c29ae1566.jpg
Антологія української готичної прози. Том 2,Юрій Винничук,Художня література,/catalog/zhakhy-trylery/antolohiya-ukrayinskoyi-hotychnoyi-prozy-tom-2/,https://book-ye.com.ua//upload/resize_cache/iblock/d61/230_355_1/703e118f_81ad_11eb_814a_0050568ef5e6_519a3644_81b1_11eb_814a_0050568ef5e6.jpg
"Гендерсон, повелитель дощу",Сол Беллоу,Художня література,/catalog/zarubizhna-klasyka/genderson-povelytel-doshchu/,https://book-ye.com.ua//upload/resize_cache/iblock/8e4/230_355_1/0eac02ca_0e4d_11e7_80c5_000c29ae1566_0a57d237_90c9_11ed_8178_0050568ef5e6.jpg
Українські повісті,Микола Гоголь,Художня література,/catalog/ukrayinska-klasyka/ukrayinski-povisti/,https://book-ye.com.ua//upload/resize_cache/iblock/0cd/230_355_1/3fc4d29d_9451_11e6_80c0_000c29ae1566_46cfb828_b7a8_11eb_814a_0050568ef5e6.jpg
"Іншалла, Мадонно, іншалла",Міленко Єрґович,Художня література,/catalog/suchasna-zarubizhna-proza/inshalla-madonno-inshalla/,https://book-ye.com.ua//upload/resize_cache/iblock/b0f/230_355_1/6be34204_5f20_11e8_80f7_000c29ae1566_f9d3de96_5f20_11e8_80f7_000c29ae1566.png
Нестримна сила води,Маркіян Прохасько,Художня література,/catalog/suchasna-ukrayinska-proza/nestrymna-syla-vody/,https://book-ye.com.ua//upload/resize_cache/iblock/9d5/230_355_1/90ae2476_2566_11e8_80e8_000c29ae1566_fa82d294_e8a3_11ec_8171_0050568ef5e6.jpg
Холодний Яр. Академічне видання,Юрій Горліс-Горський,Художня література,/catalog/suchasna-ukrayinska-proza/kholodnyj-yar-akademichne-vydannya/,https://book-ye.com.ua//upload/resize_cache/iblock/05a/230_355_1/b8c67fd7_26c8_11e8_80e8_000c29ae1566_eed6d1fe_26ca_11e8_80e8_000c29ae1566.jpg
