title,author,genre,url_book,url_image
Олівія Кіттеридж,Елізабет Страут,Художня література,/catalog/suchasna-zarubizhna-proza/oliviya-kitterydzh/,https://book-ye.com.ua//upload/resize_cache/iblock/0b1/230_355_1/22fc807a_0266_11e7_80c5_000c29ae1566_02c7148c_26d1_11e7_80c5_000c29ae1566.jpg
Повія,Панас Мирний,Художня література,/catalog/ukrayinska-klasyka/poviya/,https://book-ye.com.ua//upload/resize_cache/iblock/b0c/230_355_1/d6e0b9ba_0fd2_11e7_80c5_000c29ae1566_0ea53c27_2bea_11e7_80c5_000c29ae1566.jpg
Бетмен. Книга 3. Смерть сім'ї,Скотт Снайдер,Художня література,/catalog/komiksy/betmen-knyha-3-smert-sim-yi/,https://book-ye.com.ua//upload/resize_cache/iblock/ca9/230_355_1/8253f5d7_a21d_11e8_8104_000c29ae1566_f42ed055_95de_11ea_8136_000c29ae1566.jpg
Таврована (серійна),Сесілія Ахерн,Художня література,/catalog/proza-dlya-pidlitkiv/tavrovana-serijna/,https://book-ye.com.ua//upload/resize_cache/iblock/f76/230_355_1/167845f9_ff2b_11e6_80c5_000c29ae1566_619bc45f_a960_11ea_8138_000c29ae1566.jpg
Виправний день,Чак Поланік,Художня література,/catalog/suchasna-zarubizhna-proza/vypravnyj-den/,https://book-ye.com.ua//upload/resize_cache/iblock/1b4/230_355_1/0f090be6_e5f0_11e8_810f_000c29ae1566_e45b78b7_bfc3_11eb_814a_0050568ef5e6.jpg
В неділю рано зілля копала... (Класна література),Ольга Кобилянська,Художня література,/catalog/ukrayinska-klasyka/v-nedilyu-rano-zillya-kopala-klasna-literatura/,https://book-ye.com.ua//upload/resize_cache/iblock/296/230_355_1/08d58d11_c4b6_11e9_811d_000c29ae1566_6a7cff6a_c4b6_11e9_811d_000c29ae1566.jpg
Шовкопряд. Книга 2 (м'яка обкладинка),Роберт Ґалбрейт,Художня література,/catalog/detektyvy/shovkopryad-knyha-2-m-yaka-obkladynka/,https://book-ye.com.ua//upload/resize_cache/iblock/12f/230_355_1/92e7b9b2_041b_11ec_8150_0050568ef5e6_d8567eec_041c_11ec_8150_0050568ef5e6.jpg
Річка Геракліта + CD,Ліна Костенко,Художня література,/catalog/suchasna-ukrayinska-poeziya/richka-geraklita-cd/,https://book-ye.com.ua//upload/resize_cache/iblock/bf3/230_355_1/7fbb39b3_8f94_11e6_80c0_000c29ae1566_c3e545c1_b2fe_11eb_814a_0050568ef5e6.jpg
Мудрість передвічна. Афоризми давніх українських мислителів ХІ - поч. ХІХ ст.,Валерій Шевчук,Художня література,/catalog/filosofiya/mudrist-peredvichna-aforyzmy-davnikh-ukrayinskykh-myslyteliv-khi-poch-khikh-st/,https://book-ye.com.ua//upload/resize_cache/iblock/e34/230_355_1/279eda30_cd7c_11e9_811d_000c29ae1566_a64227bb_cd7c_11e9_811d_000c29ae1566.jpg
Декамерон (Бібліотека світової літератури),Джованни Боккаччо,Художня література,/catalog/zarubizhna-klasyka/dekameron-biblioteka-svitovoyi-literatury/,https://book-ye.com.ua//upload/resize_cache/iblock/f0d/230_355_1/6946684a_7c34_11eb_814a_0050568ef5e6_32d04a0d_7c35_11eb_814a_0050568ef5e6.jpg
Мемуари гейші,Артур Голден,Художня література,/catalog/suchasna-zarubizhna-proza/memuary-hejshi/,https://book-ye.com.ua//upload/resize_cache/iblock/68e/230_355_1/54be3e12_90c3_11e7_80cf_000c29ae1566_14e7e409_a2e8_11e7_80d1_000c29ae1566.jpg
Бетмен. Книга 7. Ендшпіль,Скотт Снайдер,Художня література,/catalog/komiksy/betmen-knyha-7-endshpil/,https://book-ye.com.ua//upload/resize_cache/iblock/e43/230_355_1/ffd4c975_1069_11ea_8124_000c29ae1566_86964947_106b_11ea_8124_000c29ae1566.jpg
З піснею у серці. Збірка українських пісень з нотами,І. М. Зушман,Художня література,/catalog/poeziya/z-pisneyu-u-sertsi-zbirka-ukrayinskykh-pisen-z-notamy/,https://book-ye.com.ua//upload/resize_cache/iblock/ff1/230_355_1/c83375ba_dd69_11ea_813c_000c29ae1566_cf080ab0_dd6c_11ea_813c_000c29ae1566.jpg
Мудрість за одну хвилину,Ентоні де Мелло,Художня література,/catalog/ezoteryka/mudrist-za-odnu-khvylynu/,https://book-ye.com.ua//upload/resize_cache/iblock/ca2/230_355_1/a4783d72_7205_11eb_8149_0050568ef5e6_5218b422_7206_11eb_8149_0050568ef5e6.jpg
З непокритою головою. Українська жіноча проза,Віра Агеєва,Художня література,/catalog/ukrayinska-klasyka/z-nepokrytoyu-holovoyu-ukrayinska-zhinocha-proza/,https://book-ye.com.ua//upload/resize_cache/iblock/7d1/230_355_1/dc1abd91_8566_11e6_80c0_000c29ae1566_640c7b37_9dcf_11ea_8136_000c29ae1566.jpg
Справжнє життя Себастьяна Найта,Володимир Набоков,Художня література,/catalog/zarubizhna-klasyka/spravzhnye-zhyttya-sebastyana-najta/,https://book-ye.com.ua//upload/resize_cache/iblock/209/230_355_1/af01028c_0c67_11e9_8112_000c29ae1566_3eb5befe_f45d_11eb_8150_0050568ef5e6.jpg
Винуваті люди,Тетяна Белімова,Художня література,/catalog/lyubovni-romany/vynuvati-lyudy/,https://book-ye.com.ua//upload/resize_cache/iblock/9fa/230_355_1/5e6b18cf_efa0_11eb_8150_0050568ef5e6_21e9a5da_efa1_11eb_8150_0050568ef5e6.jpg
Чужий,Алан Дін Фостер,Художня література,/catalog/zhakhy-trylery/chuzhyj/,https://book-ye.com.ua//upload/resize_cache/iblock/158/230_355_1/26b28187_0296_11e8_80de_000c29ae1566_89ba25ec_0296_11e8_80de_000c29ae1566.jpg
The Sandman. Пісочний чоловік. Том 9. Милостиві,Ніл Ґейман,Художня література,/catalog/komiksy/the-sandman-pisochnyj-cholovik-tom-9-mylostyvi/,https://book-ye.com.ua//upload/resize_cache/iblock/018/230_355_1/67d6e9a6_46b7_11ec_8154_0050568ef5e6_5d5a6c56_5cb3_11ec_815d_0050568ef5e6.jpg
Сатурнін,Зденєк Їротка,Художня література,/catalog/suchasna-zarubizhna-proza/saturnin/,https://book-ye.com.ua//upload/resize_cache/iblock/a7b/230_355_1/e5b81351_017e_11ea_8123_000c29ae1566_9b101715_017f_11ea_8123_000c29ae1566.jpg
Вузька стежка на далеку північ ,Ричард Фленеган,Художня література,/catalog/suchasna-zarubizhna-proza/vuzka-stezhka-na-daleku-pivnich-/,https://book-ye.com.ua//upload/resize_cache/iblock/2cc/230_355_1/ac8a20e5_d035_11e7_80d6_000c29ae1566_235829a4_d036_11e7_80d6_000c29ae1566.png
Суча дочка. Роман,Валентина Мастєрова,Художня література,/catalog/lyubovni-romany/sucha-dochka-roman/,https://book-ye.com.ua//upload/resize_cache/iblock/482/230_355_1/8e8106f8_3e85_11ea_8126_000c29ae1566_2674ce57_3e86_11ea_8126_000c29ae1566.jpg
Перехресні стежки (Перлини української класики),Іван Франко,Художня література,/catalog/ukrayinska-klasyka/perekhresni-stezhky-perlyny-ukrayinskoyi-klasyky/,https://book-ye.com.ua//upload/resize_cache/iblock/7d1/230_355_1/0ebad892_69c0_11ea_812b_000c29ae1566_ae500122_cb2a_11ea_813b_000c29ae1566.jpg
Рікі і дороги,Марк Лівін,Художня література,/catalog/suchasna-ukrayinska-proza/riki-i-dorohy/,https://book-ye.com.ua//upload/resize_cache/iblock/f20/230_355_1/0626af23_2ac5_11e8_80ea_000c29ae1566_c73c1718_2ac5_11e8_80ea_000c29ae1566.png
Болотяна істота. Книга 1,Алан Мур,Художня література,/catalog/komiksy/bolotyana-istota-knyha-1/,https://book-ye.com.ua//upload/resize_cache/iblock/967/230_355_1/9021c659_6159_11eb_8146_000c29ae1566_7292052e_615c_11eb_8146_000c29ae1566.jpg
Ріка життя (тверда обкладинка),Ніна Фіалко,Художня література,/catalog/suchasna-ukrayinska-proza/rika-zhyttya-tverda-obkladynka/,https://book-ye.com.ua//upload/resize_cache/iblock/981/230_355_1/46f4040c_c352_11e9_811d_000c29ae1566_cc00e7ca_64e9_11ed_8175_0050568ef5e6.jpg
Кумедне з Буковини,Франц Порубскі,Художня література,/catalog/zarubizhna-klasyka/kumedne-z-bukovyny/,https://book-ye.com.ua//upload/resize_cache/iblock/9c3/230_355_1/e3579693_2405_11ea_8126_000c29ae1566_f9c377c9_b095_11ea_8138_000c29ae1566.jpg
День попелу,Жан-Крістоф Ґранже,Художня література,/catalog/detektyvy/den-popelu/,https://book-ye.com.ua//upload/resize_cache/iblock/a37/230_355_1/59c7688c_bf01_11eb_814a_0050568ef5e6_d24d188a_e18f_11ec_8170_0050568ef5e6.jpg
Щоденник війни зі свиньми,Адольфо Бйой Касарес,Художня література,/catalog/zarubizhna-klasyka/shchodennyk-vijny-zi-svynmy/,https://book-ye.com.ua//upload/resize_cache/iblock/9d6/230_355_1/e1c27218_b296_11e8_8107_000c29ae1566_40b80167_b297_11e8_8107_000c29ae1566.jpg
Під тихий вечір,Богдан Лепкий,Художня література,/catalog/ukrayinska-klasyka/pid-tykhyj-vechir/,https://book-ye.com.ua//upload/resize_cache/iblock/5af/230_355_1/64a5e500_1e22_11e8_80e5_000c29ae1566_c7d2a5bc_61b7_11ed_8175_0050568ef5e6.jpg
Груповий портрет з дамою,Генріх Белль,Художня література,/catalog/zarubizhna-klasyka/grupovyj-portret-z-damoyu/,https://book-ye.com.ua//upload/resize_cache/iblock/444/230_355_1/32a95909_72ed_11e8_80fe_000c29ae1566_69f4f3f3_2f2c_11eb_8140_000c29ae1566.jpg
"Стріла часу, або Природа злочину",Мартін Еміс,Художня література,/catalog/bojovyk/strila-chasu-abo-pryroda-zlochynu/,https://book-ye.com.ua//upload/resize_cache/iblock/d12/230_355_1/f0b1f11b_3ea4_11ea_8126_000c29ae1566_7e8960c7_3ea5_11ea_8126_000c29ae1566.jpg
Світло в серпні,Вільям Фолкнер,Художня література,/catalog/zarubizhna-klasyka/svitlo-v-serpni/,https://book-ye.com.ua//upload/resize_cache/iblock/b51/230_355_1/4c74dfe3_8fa1_11e6_80c0_000c29ae1566_9c78ff47_9029_11ed_8178_0050568ef5e6.jpg
Fata morgana (Шкільна бібліотека) (жовта),Михайло Коцюбинський,Художня література,/catalog/ukrayinska-klasyka/fata-morgana-shkilna-biblioteka-zhovta/,https://book-ye.com.ua//upload/resize_cache/iblock/c8b/230_355_1/98f2bb56_7784_11eb_8149_0050568ef5e6_19cc9c34_7785_11eb_8149_0050568ef5e6.jpg
Останнє полювання,Жан-Крістоф Ґранже,Художня література,/catalog/detektyvy/ostannye-polyuvannya/,https://book-ye.com.ua//upload/resize_cache/iblock/dbf/230_355_1/c4b7a92c_3e7f_11ea_8126_000c29ae1566_75213323_bfbd_11eb_814a_0050568ef5e6.jpg
Між двох орлів,Ярослава Дегтяренко,Художня література,/catalog/suchasna-ukrayinska-proza/mizh-dvokh-orliv/,https://book-ye.com.ua//upload/resize_cache/iblock/97a/230_355_1/e576005d_505b_11e9_8112_000c29ae1566_19aed694_505c_11e9_8112_000c29ae1566.jpg
Я захищу тебе...,Світлана Талан,Художня література,/catalog/suchasna-ukrayinska-proza/ya-zakhyshchu-tebe-/,https://book-ye.com.ua//upload/resize_cache/iblock/f19/230_355_1/fb32b23b_c27e_11e9_811d_000c29ae1566_bb984df8_eba3_11eb_8150_0050568ef5e6.jpg
Офіцер із Стрийського парку (м'яка обкладинка),Андрій Кокотюха,Художня література,/catalog/detektyvy/ofitser-iz-stryjskoho-parku-m-yaka-obkladynka/,https://book-ye.com.ua//upload/resize_cache/iblock/970/230_355_1/45a09e20_7ff4_11eb_814a_0050568ef5e6_f8c94a0c_7ff4_11eb_814a_0050568ef5e6.jpg
Епоха невинності,Едіт Вортон,Художня література,/catalog/zarubizhna-klasyka/epokha-nevynnosti/,https://book-ye.com.ua//upload/resize_cache/iblock/1bb/230_355_1/2c6c7557_0eeb_11e7_80c5_000c29ae1566_29a785e2_4506_11eb_8144_000c29ae1566.jpg
Теплі історії про справжнє,Ольга Саліпа,Художня література,/catalog/korotki-istoriyi/tepli-istoriyi-pro-spravzhnye/,https://book-ye.com.ua//upload/resize_cache/iblock/ff3/230_355_1/e35bcec0_a691_11eb_814a_0050568ef5e6_a9ffb698_a695_11eb_814a_0050568ef5e6.jpg
Де закінчуються веселки (м'яка обкладинка),Сесілія Ахерн,Художня література,/catalog/lyubovni-romany/de-zakinchuyutsya-veselky-m-yaka-obkladynka/,https://book-ye.com.ua//upload/resize_cache/iblock/11a/230_355_1/330148ba_9275_11e9_8112_000c29ae1566_565901ae_9bdb_11ed_817a_0050568ef5e6.jpg
Молоко з кров'ю (перевидання),Люко Дашвар,Художня література,/catalog/suchasna-ukrayinska-proza/moloko-z-krov-yu-perevydannya/,https://book-ye.com.ua//upload/resize_cache/iblock/1c2/230_355_1/020c48de_049c_11ea_8123_000c29ae1566_30dc3a18_04a0_11ea_8123_000c29ae1566.jpg
Дзен і мистецтво догляду мотоцикла: дослідженя цінностей,Роберт Пірсіґ,Художня література,/catalog/suchasna-zarubizhna-proza/dzen-i-mystetstvo-dohlyadu-mototsykla-doslidzhenya-tsinnostej/,https://book-ye.com.ua//upload/resize_cache/iblock/352/230_355_1/ab762fad_dc88_11ea_813c_000c29ae1566_8e08c53f_dc89_11ea_813c_000c29ae1566.jpg
Кахлі,Андрій Шийчук,Художня література,/catalog/suchasna-ukrayinska-poeziya/kakhli/,https://book-ye.com.ua//upload/resize_cache/iblock/d10/230_355_1/a06f5011_5b5c_11e9_8112_000c29ae1566_dc4d5ad8_5b5c_11e9_8112_000c29ae1566.jpg
Самійло Кошич – козак-легенда,Дмитро Воронський,Художня література,/catalog/suchasna-ukrayinska-proza/samijlo-koshych-kozak-lehenda/,https://book-ye.com.ua//upload/resize_cache/iblock/110/230_355_1/f6d90ee3_0fa7_11eb_813d_000c29ae1566_e39731b8_0fa8_11eb_813d_000c29ae1566.jpg
Коняка Фокслі та інші дорослі оповідання,Роальд Дал,Художня література,/catalog/zarubizhna-klasyka/konyaka-foksli-ta-inshi-dorosli-opovidannya/,https://book-ye.com.ua//upload/resize_cache/iblock/d50/230_355_1/1d19914c_ff23_11e6_80c5_000c29ae1566_87f2351a_f140_11eb_8150_0050568ef5e6.jpg
Остання любов Асури Махараджа,Любко Дереш,Художня література,/catalog/suchasna-ukrayinska-proza/ostannya-lyubov-asury-makharadzha/,https://book-ye.com.ua//upload/resize_cache/iblock/143/230_355_1/bc2655b9_8ba6_11e6_80c0_000c29ae1566_0b4ee35c_906e_11eb_814a_0050568ef5e6.jpg
Мати все,Люко Дашвар,Художня література,/catalog/lyubovni-romany/maty-vse/,https://book-ye.com.ua//upload/iblock/73e/0a3e3df6_8a11_11e6_80c0_000c29ae1566_947a4a66_88f2_11e7_80cf_000c29ae1566.jpg
Шпинат для мізків (Жіноча проза),Ірина Мацко,Художня література,/catalog/suchasna-ukrayinska-proza/shpynat-dlya-mizkiv-zhinocha-proza/,https://book-ye.com.ua//upload/resize_cache/iblock/5a1/230_355_1/857e50e3_8015_11eb_814a_0050568ef5e6_3afd6b64_8016_11eb_814a_0050568ef5e6.jpg
Чи це людина,Прімо Леві,Художня література,/catalog/suchasna-zarubizhna-proza/chy-tse-lyudyna/,https://book-ye.com.ua//upload/resize_cache/iblock/069/230_355_1/5f3dd7b8_825b_11e7_80cf_000c29ae1566_81e70942_8b0e_11e7_80cf_000c29ae1566.png
The Sandman. Пісочний чоловік. Том 3. Країна снів,Ніл Ґейман,Художня література,/catalog/komiksy/the-sandman-pisochnyj-cholovik-tom-3-krayina-sniv/,https://book-ye.com.ua//upload/resize_cache/iblock/336/230_355_1/c62222c8_c4f1_11e9_811d_000c29ae1566_10c8c650_3877_11ea_8126_000c29ae1566.jpg
Мегалодон,Стів Альтен,Художня література,/catalog/fantastyka/mehalodon/,https://book-ye.com.ua//upload/resize_cache/iblock/a79/230_355_1/510b7902_cd31_11e8_810c_000c29ae1566_ba51dec4_cd31_11e8_810c_000c29ae1566.jpg
"Незалежність, або Мамина доця",Владислав Котигорошко,Художня література,/catalog/suchasna-ukrayinska-proza/nezalezhnist-abo-mamyna-dotsya/,https://book-ye.com.ua//upload/resize_cache/iblock/c47/230_355_1/7b1975b7_a04b_11e6_80c0_000c29ae1566_7ad8176a_e92c_11ea_813d_000c29ae1566.jpg
Дари волхвів. Останній листок. Вибране (Класна література),О. Генрі,Художня література,/catalog/zarubizhna-klasyka/dary-volkhviv-ostannij-lystok-vybrane-klasna-literatura/,https://book-ye.com.ua//upload/resize_cache/iblock/f77/230_355_1/ce7e4649_83e8_11e6_80c0_000c29ae1566_d4d3a941_21c0_11e7_80c5_000c29ae1566.jpg
